review_id,sample_id,head_text,head_type,head_start,head_end,relation,tail_text,tail_type,tail_start,tail_end,expert1_decision,expert1_evidence,expert1_notes,expert2_decision,expert2_evidence,expert2_notes,agreement_status,final_decision,final_source,final_evidence_or_reason,candidate_key_json
REL-1F346416947DCB10,HR-0224,榆皮索饼方,食疗方,137,142,recordedInText,《经钮堂抄本》,古籍来源,120,127,present,"""秘涩少通"" ,《经钮堂抄本》作 ""秘 涩而痛"" 榆皮索饼方:《太平圣惠方》作 ""治",,present,"""秘涩少通"" ,《经钮堂抄本》作 ""秘 涩而痛"" 榆皮索饼方:《太平圣惠方》作 ""治",依据局部原文直接判断。,agreement,present,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0224"",137,142,""榆皮索饼方"",""食疗方"",""recordedInText"",120,127,""《经钮堂抄本》"",""古籍来源""]"
REL-1FA4F84FCDBF11D4,HR-0420,水,食材,58,59,hasNature,温,食性,64,65,present,"成。氽,尤淼。治水气胀辨。疗温疫病@, 诸愁汨风。咳嗽",,present,"成。氽,尤淼。治水气胀辨。疗温疫病@, 诸愁汨风。咳嗽",,agreement,present,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0420"",58,59,""水"",""食材"",""hasNature"",64,65,""温"",""食性""]"
REL-1FBDF2671011B103,HR-0018,即去槽饮,食疗方,278,282,containsIngredient,姜,食材,0,1,insufficient_context,,需查看前后条目才能排除跨段误连。,insufficient_context,,OCR噪声影响关键谓词或条目边界判断。,agreement,insufficient_context,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0018"",278,282,""即去槽饮"",""食疗方"",""containsIngredient"",0,1,""姜"",""食材""]"
REL-1FF08027D5B23B6F,HR-0394,姜,食材,175,176,hasEffect,补中益气,功效,116,120,absent,,候选方向与原文语义不一致。,absent,,尾实体属于相邻条目或另一语义单元。,agreement,absent,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0394"",175,176,""姜"",""食材"",""hasEffect"",116,120,""补中益气"",""功效""]"
REL-20298BABB874699C,HR-0344,伎整个混合物象请粥,食疗方,444,453,usesCookingMethod,浸,烹饪方法,345,346,present,"浸馈饭。 让馈饭 将泔讣吸尽。重新装进甑去。再炊一众, 作戌再馏饭。 挤再谮饭倒出来。掸掉热气。到和",,present,"浸馈饭。 让馈饭 将泔讣吸尽。重新装进甑去。再炊一众, 作戌再馏饭。 挤再谮饭倒出来。掸掉热气。到和",,agreement,present,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0344"",444,453,""伎整个混合物象请粥"",""食疗方"",""usesCookingMethod"",345,346,""浸"",""烹饪方法""]"
REL-20699922C45F47AF,HR-0268,《孟诜云》,古籍来源,110,115,authoredBy,孟诜,医家,77,79,absent,,候选方向与原文语义不一致。,absent,,候选方向与原文语义不一致。,agreement,absent,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0268"",110,115,""《孟诜云》"",""古籍来源"",""authoredBy"",77,79,""孟诜"",""医家""]"
REL-2094821C8E0F6FE1,HR-0258,睡乡散,食疗方,127,130,recordedInText,《饮食谱》,古籍来源,85,90,present,《饮食谱》。质诸知味者。或不贱其养 小失大。而有以教我也。 咸丰十一牟辛酉秋七月; 睡乡散,,present,《饮食谱》。质诸知味者。或不贱其养 小失大。而有以教我也。 咸丰十一牟辛酉秋七月; 睡乡散,关系方向与当前条目结构一致。,agreement,present,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0258"",127,130,""睡乡散"",""食疗方"",""recordedInText"",85,90,""《饮食谱》"",""古籍来源""]"
REL-20CE6C948E190640,HR-0353,山药为丸,食疗方,212,216,usesCookingMethod,煮,烹饪方法,15,16,present,煮。可留十日。 收 放 薰 肉 大缸一个。洁净。置犬坛烧酒于缸底; 上加竹篾。贮肉 篾上。纸糊缸几。,,present,煮。可留十日。 收 放 薰 肉 大缸一个。洁净。置犬坛烧酒于缸底; 上加竹篾。贮肉 篾上。纸糊缸几。,,agreement,present,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0353"",212,216,""山药为丸"",""食疗方"",""usesCookingMethod"",15,16,""煮"",""烹饪方法""]"
REL-211092E0AD9D6837,HR-0430,见富家子弟等人饮,食疗方,266,274,usesCookingMethod,蒸,烹饪方法,589,590,absent,,尾实体属于相邻条目或另一语义单元。,absent,,尾实体属于相邻条目或另一语义单元。,agreement,absent,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0430"",266,274,""见富家子弟等人饮"",""食疗方"",""usesCookingMethod"",589,590,""蒸"",""烹饪方法""]"
REL-219C67042616B5E7,HR-0300,茶,食材,54,55,hasEffect,益气,功效,419,421,insufficient_context,,需查看前后条目才能排除跨段误连。,insufficient_context,,OCR噪声影响关键谓词或条目边界判断。,agreement,insufficient_context,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0300"",54,55,""茶"",""食材"",""hasEffect"",419,421,""益气"",""功效""]"
REL-22A152EDCFC5DDF0,HR-0386,口渴,病症,30,32,treatedByRecipe,食治老人烦渴热诸方,食疗方,0,9,absent,,当前段落未提供足够的谓词或配方结构支持。,absent,,候选方向与原文语义不一致。,agreement,absent,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0386"",30,32,""口渴"",""病症"",""treatedByRecipe"",0,9,""食治老人烦渴热诸方"",""食疗方""]"
REL-2312B09CD48BC8EE,HR-0167,油,食材,208,209,recordedInText,《本草纲目》,古籍来源,118,124,present,": 味咸,性蹇。《本草纲目》日 :""面酱咸。豆酱甜 ;酱豆油 大麦酱。麸酱皆咸甘。入",,present,": 味咸,性蹇。《本草纲目》日 :""面酱咸。豆酱甜 ;酱豆油 大麦酱。麸酱皆咸甘。入",关系方向与当前条目结构一致。,agreement,present,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0167"",208,209,""油"",""食材"",""recordedInText"",118,124,""《本草纲目》"",""古籍来源""]"
REL-2380946151F52614,HR-0144,酒,食材,370,371,hasFlavor,咸,食味,406,407,absent,,当前段落未提供足够的谓词或配方结构支持。,absent,,尾实体属于相邻条目或另一语义单元。,agreement,absent,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0144"",370,371,""酒"",""食材"",""hasFlavor"",406,407,""咸"",""食味""]"
REL-23C479C3DDFE024C,HR-0416,水,食材,90,91,hasNature,温,食性,327,328,present,"温。徽煮。多食损脾助热。令膨胀, 发疮痄。同蹩肉食;患心痛。食桃浴水",依据局部原文直接判断。,present,"温。徽煮。多食损脾助热。令膨胀, 发疮痄。同蹩肉食;患心痛。食桃浴水",,agreement,present,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0416"",90,91,""水"",""食材"",""hasNature"",327,328,""温"",""食性""]"
REL-23D37E3C8D2FF4B2,HR-0018,姜,食材,0,1,hasNature,温,食性,520,521,absent,,尾实体属于相邻条目或另一语义单元。,absent,,两实体仅在同段出现，未见直接关系表达。,agreement,absent,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0018"",0,1,""姜"",""食材"",""hasNature"",520,521,""温"",""食性""]"
REL-23DFF2600AE57B53,HR-0331,疮,病症,29,30,affectsOrgan,脾,脏腑,136,137,absent,,两实体仅在同段出现，未见直接关系表达。,absent,,两实体仅在同段出现，未见直接关系表达。,agreement,absent,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0331"",29,30,""疮"",""病症"",""affectsOrgan"",136,137,""脾"",""脏腑""]"
REL-242F7816D7BF0737,HR-0373,办可煮粥,食疗方,231,235,containsIngredient,酒,食材,11,12,absent,,两实体仅在同段出现，未见直接关系表达。,absent,,尾实体属于相邻条目或另一语义单元。,agreement,absent,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0373"",231,235,""办可煮粥"",""食疗方"",""containsIngredient"",11,12,""酒"",""食材""]"
REL-243DBAFD25C99000,HR-0344,水,食材,217,218,hasFlavor,酸,食味,431,432,absent,,候选方向与原文语义不一致。,absent,,当前段落未提供足够的谓词或配方结构支持。,agreement,absent,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0344"",217,218,""水"",""食材"",""hasFlavor"",431,432,""酸"",""食味""]"
REL-24691CA22B74B538,HR-0298,逐旋散,食疗方,451,454,recordedInText,《饮膳正娶》,古籍来源,513,519,absent,,候选方向与原文语义不一致。,absent,,当前段落未提供足够的谓词或配方结构支持。,agreement,absent,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0298"",451,454,""逐旋散"",""食疗方"",""recordedInText"",513,519,""《饮膳正娶》"",""古籍来源""]"
REL-246D7D0120597717,HR-0271,补中益气,功效,262,266,recordedInText,《嘉祜本草》,古籍来源,127,133,absent,,尾实体属于相邻条目或另一语义单元。,absent,,当前段落未提供足够的谓词或配方结构支持。,agreement,absent,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0271"",262,266,""补中益气"",""功效"",""recordedInText"",127,133,""《嘉祜本草》"",""古籍来源""]"
REL-24ADFE6CA93B4277,HR-0375,水,食材,190,191,recordedInText,《山谷巢》,古籍来源,312,317,present,分宁 (今江西}水) 人。曾任宣州。鄂州知事。有 《山谷巢》茸书《廉颇蔺相如列传》等,,present,分宁 (今江西}水) 人。曾任宣州。鄂州知事。有 《山谷巢》茸书《廉颇蔺相如列传》等,,agreement,present,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0375"",190,191,""水"",""食材"",""recordedInText"",312,317,""《山谷巢》"",""古籍来源""]"
REL-24D0797A8DBAA65D,HR-0412,油,食材,18,19,hasFlavor,淡,食味,55,56,absent,,尾实体属于相邻条目或另一语义单元。,absent,,尾实体属于相邻条目或另一语义单元。,agreement,absent,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0412"",18,19,""油"",""食材"",""hasFlavor"",55,56,""淡"",""食味""]"
REL-24EE0E825D2E1C8F,HR-0412,或调汤,食疗方,192,195,containsIngredient,油,食材,18,19,absent,,当前段落未提供足够的谓词或配方结构支持。,absent,,当前段落未提供足够的谓词或配方结构支持。,agreement,absent,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0412"",192,195,""或调汤"",""食疗方"",""containsIngredient"",18,19,""油"",""食材""]"
REL-255BA34B850868FE,HR-0333,水,食材,47,48,treats,"风
气",病症,24,27,absent,,两实体仅在同段出现，未见直接关系表达。,absent,,当前段落未提供足够的谓词或配方结构支持。,agreement,absent,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0333"",47,48,""水"",""食材"",""treats"",24,27,""风气"",""病症""]"
REL-256189E98B3C29BC,HR-0208,子之圣而自昧昧于饮,食疗方,60,69,usesCookingMethod,酿,烹饪方法,185,186,absent,,当前段落未提供足够的谓词或配方结构支持。,absent,,当前段落未提供足够的谓词或配方结构支持。,agreement,absent,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0208"",60,69,""子之圣而自昧昧于饮"",""食疗方"",""usesCookingMethod"",185,186,""酿"",""烹饪方法""]"
REL-25F75D69CD634910,HR-0400,油,食材,114,115,recordedInText,《潜夫论》,古籍来源,6,11,absent,,尾实体属于相邻条目或另一语义单元。,absent,,候选方向与原文语义不一致。,agreement,absent,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0400"",114,115,""油"",""食材"",""recordedInText"",6,11,""《潜夫论》"",""古籍来源""]"
REL-26500E4799EF07AC,HR-0160,每日空心白汤,食疗方,169,175,usesCookingMethod,炒,烹饪方法,8,9,present,"面; 杏仁二斤。炒 令过熟@)。去皮。尖。切如米。 右件。每日空心白汤调二钱, 入酥油少许,",,absent,,当前段落未提供足够的谓词或配方结构支持。,disagreement,present,third_expert_adjudication,"面; 杏仁二斤。炒 令过熟@)。去皮。尖。切如米。 右件。每日空心白汤调二钱, 入酥油少许,；原文中头尾实体位于同一语义单元，关系方向“usesCookingMethod”有直接文字或条目结构支持。 两位专家原判断分别为 present / absent，最终以冻结原文和实体边界复核结果为准。","[""HR-0160"",169,175,""每日空心白汤"",""食疗方"",""usesCookingMethod"",8,9,""炒"",""烹饪方法""]"
REL-2689B6976BD2011A,HR-0167,解毒,功效,231,233,recordedInText,《本草纲目》,古籍来源,163,169,present,"《本草纲目》日 :""面酱咸。豆酱甜 ;酱豆油 大麦酱。麸酱皆咸甘。入胄。脾,肾经。有除热解毒",,present,"《本草纲目》日 :""面酱咸。豆酱甜 ;酱豆油 大麦酱。麸酱皆咸甘。入胄。脾,肾经。有除热解毒",,agreement,present,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0167"",231,233,""解毒"",""功效"",""recordedInText"",163,169,""《本草纲目》"",""古籍来源""]"
REL-26C378A05ADA5721,HR-0333,"风
气",病症,24,27,treatedByRecipe,璇屋散,食疗方,151,154,absent,,两实体仅在同段出现，未见直接关系表达。,absent,,两实体仅在同段出现，未见直接关系表达。,agreement,absent,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0333"",24,27,""风气"",""病症"",""treatedByRecipe"",151,154,""璇屋散"",""食疗方""]"
REL-27257AA966127F97,HR-0413,油,食材,63,64,hasFlavor,甘,食味,286,287,present,"油依然没有影响。 肉腩: 肉干。关于这只菜的较早歌诀,见元明之际无名氏编的<居 家必用事类全巢>。名",,present,"油依然没有影响。 肉腩: 肉干。关于这只菜的较早歌诀,见元明之际无名氏编的<居 家必用事类全巢>。名",,agreement,present,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0413"",63,64,""油"",""食材"",""hasFlavor"",286,287,""甘"",""食味""]"
REL-2755EA12C972A322,HR-0101,油,食材,1,2,recordedInText,《食经》,古籍来源,185,189,present,"油。酒妙乏赤可。拌者用熟鸡,炒者 用生鸡。 《清异录》:""谢讽《食经》",,present,"油。酒妙乏赤可。拌者用熟鸡,炒者 用生鸡。 《清异录》:""谢讽《食经》",,agreement,present,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0101"",1,2,""油"",""食材"",""recordedInText"",185,189,""《食经》"",""古籍来源""]"
REL-2771F2D70A1B85A0,HR-0430,向前换汤,食疗方,306,310,usesCookingMethod,炒,烹饪方法,606,607,absent,,两实体仅在同段出现，未见直接关系表达。,absent,,当前段落未提供足够的谓词或配方结构支持。,agreement,absent,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0430"",306,310,""向前换汤"",""食疗方"",""usesCookingMethod"",606,607,""炒"",""烹饪方法""]"
REL-28307B91AD4C2F22,HR-0333,璇屋散,食疗方,151,154,recordedInText,《花谱》,古籍来源,12,16,absent,,当前段落未提供足够的谓词或配方结构支持。,absent,,候选方向与原文语义不一致。,agreement,absent,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0333"",151,154,""璇屋散"",""食疗方"",""recordedInText"",12,16,""《花谱》"",""古籍来源""]"
REL-285EC17765FD473F,HR-0394,用好肉酽汤,食疗方,192,197,containsIngredient,姜,食材,175,176,absent,,候选方向与原文语义不一致。,absent,,尾实体属于相邻条目或另一语义单元。,agreement,absent,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0394"",192,197,""用好肉酽汤"",""食疗方"",""containsIngredient"",175,176,""姜"",""食材""]"
REL-2875F5A12037BFFC,HR-0018,少少饮,食疗方,78,81,usesCookingMethod,浸,烹饪方法,169,170,absent,,两实体仅在同段出现，未见直接关系表达。,absent,,尾实体属于相邻条目或另一语义单元。,agreement,absent,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0018"",78,81,""少少饮"",""食疗方"",""usesCookingMethod"",169,170,""浸"",""烹饪方法""]"
REL-2893749091325361,HR-0265,姜,食材,40,41,hasFlavor,辛,食味,50,51,present,"干 姜 . 千姜@咪辛。温,热。无毒。尘胸膈咳",,present,"干 姜 . 千姜@咪辛。温,热。无毒。尘胸膈咳",,agreement,present,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0265"",40,41,""姜"",""食材"",""hasFlavor"",50,51,""辛"",""食味""]"
REL-28A5630916C90DBD,HR-0416,急取杏根煎汤,食疗方,285,291,containsIngredient,水,食材,60,61,absent,,尾实体属于相邻条目或另一语义单元。,absent,,尾实体属于相邻条目或另一语义单元。,agreement,absent,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0416"",285,291,""急取杏根煎汤"",""食疗方"",""containsIngredient"",60,61,""水"",""食材""]"
REL-292028F239CBB8A9,HR-0442,老年有竟日食粥,食疗方,193,200,containsIngredient,水,食材,110,111,absent,,当前段落未提供足够的谓词或配方结构支持。,absent,,尾实体属于相邻条目或另一语义单元。,agreement,absent,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0442"",193,200,""老年有竟日食粥"",""食疗方"",""containsIngredient"",110,111,""水"",""食材""]"
REL-2959FC40EAAAD24D,HR-0375,水,食材,295,296,recordedInText,《山谷巢》,古籍来源,312,317,present,分宁 (今江西}水) 人。曾任宣州。鄂州知事。有 《山谷巢》茸书《廉颇蔺相如列传》等,,present,分宁 (今江西}水) 人。曾任宣州。鄂州知事。有 《山谷巢》茸书《廉颇蔺相如列传》等,,agreement,present,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0375"",295,296,""水"",""食材"",""recordedInText"",312,317,""《山谷巢》"",""古籍来源""]"
REL-2A1EADD68FB8973B,HR-0208,子之圣而自昧昧于饮,食疗方,60,69,usesCookingMethod,煎,烹饪方法,135,136,present,子之圣而自昧昧于饮食之节。以自戕其生。尚亦不误。何哉? 宜合禽类后之说观之。 鱼 类 鲫鱼 味甘。温,,present,子之圣而自昧昧于饮食之节。以自戕其生。尚亦不误。何哉? 宜合禽类后之说观之。 鱼 类 鲫鱼 味甘。温,,agreement,present,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0208"",60,69,""子之圣而自昧昧于饮"",""食疗方"",""usesCookingMethod"",135,136,""煎"",""烹饪方法""]"
REL-2A4A314497AD4149,HR-0331,豆腐,食材,187,189,treats,肿胀,病症,80,82,absent,,候选方向与原文语义不一致。,absent,,当前段落未提供足够的谓词或配方结构支持。,agreement,absent,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0331"",187,189,""豆腐"",""食材"",""treats"",80,82,""肿胀"",""病症""]"
REL-2A5E0289C0F7BCED,HR-0101,又取磔中血制汤,食疗方,99,106,containsIngredient,酒,食材,27,28,absent,,两实体仅在同段出现，未见直接关系表达。,absent,,尾实体属于相邻条目或另一语义单元。,agreement,absent,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0101"",99,106,""又取磔中血制汤"",""食疗方"",""containsIngredient"",27,28,""酒"",""食材""]"
REL-2A76E3FFE22AAA0B,HR-0378,萝卜,食材,203,205,hasEffect,开胃,功效,181,183,absent,,两实体仅在同段出现，未见直接关系表达。,absent,,两实体仅在同段出现，未见直接关系表达。,agreement,absent,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0378"",203,205,""萝卜"",""食材"",""hasEffect"",181,183,""开胃"",""功效""]"
REL-2A8DEE2F24AEF154,HR-0125,瓜,食材,92,93,hasNature,温,食性,4,5,absent,,当前段落未提供足够的谓词或配方结构支持。,absent,,候选方向与原文语义不一致。,agreement,absent,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0125"",92,93,""瓜"",""食材"",""hasNature"",4,5,""温"",""食性""]"
REL-2B0A83709D2CEE8F,HR-0167,麦,食材,20,21,recordedInText,《本草纲目》,古籍来源,118,124,insufficient_context,,OCR噪声影响关键谓词或条目边界判断。,insufficient_context,,OCR噪声影响关键谓词或条目边界判断。,agreement,insufficient_context,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0167"",20,21,""麦"",""食材"",""recordedInText"",118,124,""《本草纲目》"",""古籍来源""]"
REL-2B0E2DC1788F8877,HR-0126,水,食材,93,94,hasNature,平,食性,145,146,present,"蒋士瑛《南园戽 水谣》云:""日脚杲杲眄平地,东家种秧西家莳。养苗",,present,"蒋士瑛《南园戽 水谣》云:""日脚杲杲眄平地,东家种秧西家莳。养苗",,agreement,present,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0126"",93,94,""水"",""食材"",""hasNature"",145,146,""平"",""食性""]"
REL-2B2AF3EB55BEEFEE,HR-0373,脚气,病症,105,107,treatedByRecipe,用灰汤,食疗方,42,45,absent,,尾实体属于相邻条目或另一语义单元。,absent,,候选方向与原文语义不一致。,agreement,absent,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0373"",105,107,""脚气"",""病症"",""treatedByRecipe"",42,45,""用灰汤"",""食疗方""]"
REL-2B35FCDB793A2264,HR-0265,姜,食材,40,41,hasFlavor,淡,食味,175,176,insufficient_context,,局部段落截断，无法确认关系作用范围。,insufficient_context,,OCR噪声影响关键谓词或条目边界判断。,agreement,insufficient_context,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0265"",40,41,""姜"",""食材"",""hasFlavor"",175,176,""淡"",""食味""]"
REL-2B53364DDE3AD5CB,HR-0400,茶,食材,116,117,hasNature,寒,食性,71,72,absent,,两实体仅在同段出现，未见直接关系表达。,absent,,两实体仅在同段出现，未见直接关系表达。,agreement,absent,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0400"",116,117,""茶"",""食材"",""hasNature"",71,72,""寒"",""食性""]"
REL-2B81704787966090,HR-0320,水,食材,325,326,hasFlavor,甘,食味,15,16,insufficient_context,,OCR噪声影响关键谓词或条目边界判断。,insufficient_context,,需查看前后条目才能排除跨段误连。,agreement,insufficient_context,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0320"",325,326,""水"",""食材"",""hasFlavor"",15,16,""甘"",""食味""]"
REL-2BDE4E65216E5092,HR-0430,然店肆饮,食疗方,22,26,containsIngredient,酒,食材,38,39,present,。被滔家人哂笑。然店肆饮 酒。在人出著; 且如下酒品,,present,。被滔家人哂笑。然店肆饮 酒。在人出著; 且如下酒品,,agreement,present,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0430"",22,26,""然店肆饮"",""食疗方"",""containsIngredient"",38,39,""酒"",""食材""]"
REL-2C02106DE424D2FE,HR-0125,瓜,食材,92,93,hasNature,寒,食性,236,237,absent,,尾实体属于相邻条目或另一语义单元。,absent,,两实体仅在同段出现，未见直接关系表达。,agreement,absent,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0125"",92,93,""瓜"",""食材"",""hasNature"",236,237,""寒"",""食性""]"
REL-2CA173E5A59836DB,HR-0442,老年有竟日食粥,食疗方,193,200,usesCookingMethod,煎,烹饪方法,66,67,absent,,当前段落未提供足够的谓词或配方结构支持。,absent,,尾实体属于相邻条目或另一语义单元。,agreement,absent,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0442"",193,200,""老年有竟日食粥"",""食疗方"",""usesCookingMethod"",66,67,""煎"",""烹饪方法""]"
REL-2CDAF0027900B630,HR-0101,又取磔中血制汤,食疗方,99,106,recordedInText,《清异录》,古籍来源,176,181,absent,,两实体仅在同段出现，未见直接关系表达。,absent,,尾实体属于相邻条目或另一语义单元。,agreement,absent,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0101"",99,106,""又取磔中血制汤"",""食疗方"",""recordedInText"",176,181,""《清异录》"",""古籍来源""]"
REL-2CE6990C67AAEDB3,HR-0338,疮,病症,95,96,affectsOrgan,五脏,脏腑,28,30,absent,,候选方向与原文语义不一致。,present,"0自痢疾,口舌生疮, 明耳目, 安五脏补不足,解诸毒;除众疾,",,disagreement,present,third_expert_adjudication,"0自痢疾,口舌生疮, 明耳目, 安五脏补不足,解诸毒;除众疾,；原文中头尾实体位于同一语义单元，关系方向“affectsOrgan”有直接文字或条目结构支持。 两位专家原判断分别为 absent / present，最终以冻结原文和实体边界复核结果为准。","[""HR-0338"",95,96,""疮"",""病症"",""affectsOrgan"",28,30,""五脏"",""脏腑""]"
REL-2CF61A06F64436C5,HR-0101,又取磔中血制汤,食疗方,99,106,usesCookingMethod,拌,烹饪方法,162,163,present,"又取磔中血制汤以进。他家则不然。 鸡丝 ~鸡为丝,秋油。芥末。醋拌",,present,"又取磔中血制汤以进。他家则不然。 鸡丝 ~鸡为丝,秋油。芥末。醋拌",,agreement,present,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0101"",99,106,""又取磔中血制汤"",""食疗方"",""usesCookingMethod"",162,163,""拌"",""烹饪方法""]"
REL-2CFA58B94CD691C2,HR-0331,麦,食材,64,65,hasEffect,疮,功效,29,30,present,"葵藿食,能随胎。麦酱同鲤鱼及鱼鲈食,生口疮,患 肿胀。五疸。咳嗽者",,present,"葵藿食,能随胎。麦酱同鲤鱼及鱼鲈食,生口疮,患 肿胀。五疸。咳嗽者",依据局部原文直接判断。,agreement,present,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0331"",64,65,""麦"",""食材"",""hasEffect"",29,30,""疮"",""功效""]"
REL-2D2D278FEB949062,HR-0018,即去槽饮,食疗方,278,282,containsIngredient,酒,食材,98,99,absent,,两实体仅在同段出现，未见直接关系表达。,absent,,尾实体属于相邻条目或另一语义单元。,agreement,absent,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0018"",278,282,""即去槽饮"",""食疗方"",""containsIngredient"",98,99,""酒"",""食材""]"
REL-2D4C519434FDB978,HR-0138,乌梅,食材,66,68,hasNature,寒,食性,12,13,insufficient_context,,局部段落截断，无法确认关系作用范围。,insufficient_context,,OCR噪声影响关键谓词或条目边界判断。,agreement,insufficient_context,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0138"",66,68,""乌梅"",""食材"",""hasNature"",12,13,""寒"",""食性""]"
REL-2D5804A7B5D62780,HR-0420,水,食材,197,198,hasNature,平,食性,243,244,absent,,尾实体属于相邻条目或另一语义单元。,absent,,尾实体属于相邻条目或另一语义单元。,agreement,absent,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0420"",197,198,""水"",""食材"",""hasNature"",243,244,""平"",""食性""]"
REL-2D6F0A533E74E4F4,HR-0167,麦,食材,20,21,recordedInText,《大观本草》,古籍来源,154,160,absent,,尾实体属于相邻条目或另一语义单元。,absent,,两实体仅在同段出现，未见直接关系表达。,agreement,absent,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0167"",20,21,""麦"",""食材"",""recordedInText"",154,160,""《大观本草》"",""古籍来源""]"
REL-2DBCB3650347A537,HR-0333,璇屋散,食疗方,151,154,containsIngredient,姜,食材,60,61,present,秋运斗枢》曰: 璇屋散而为姜。 香 稻 叶 粥 慈山,,present,秋运斗枢》曰: 璇屋散而为姜。 香 稻 叶 粥 慈山,,agreement,present,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0333"",151,154,""璇屋散"",""食疗方"",""containsIngredient"",60,61,""姜"",""食材""]"
