record_id,participant_id,role,period,system_blind_code,task_id,task_set,bloom_task_level,start_timestamp,end_timestamp,completion_seconds,participant_response,system_output_id_or_log_path,task_completed,protocol_deviation,missing_reason,include_in_primary_analysis,notes,completion_seconds_derived
720,P032,General_user,2,SYS-R4,A-L6-02,A,L6,2026-04-21 15:44:48,2026-04-21 15:48:53,,证据链：冻结原文 → 实体识别 → 水 —hasNature→ 凉 → 上下文范围核验。,logs/userstudy/P032/SYS-R4/A-L6-02.json,Y,N,,Y,,245.0
721,P033,General_user,1,SYS-R4,B-L1-01,B,L1,2026-04-22 09:00:34,2026-04-22 09:01:39,,温；消渴,logs/userstudy/P033/SYS-R4/B-L1-01.json,Y,N,,Y,,65.0
722,P033,General_user,1,SYS-R4,B-L1-02,B,L1,2026-04-22 09:02:04,2026-04-22 09:03:35,,未发现足够直接的谓词证据，暂不作确定判断。,logs/userstudy/P033/SYS-R4/B-L1-02.json,Y,N,,Y,,91.0
723,P033,General_user,1,SYS-R4,B-L2-02,B,L2,2026-04-22 09:03:44,2026-04-22 09:05:38,,油（食材）；水（食材）；水（食材）,logs/userstudy/P033/SYS-R4/B-L2-02.json,Y,N,,Y,,114.0
724,P033,General_user,1,SYS-R4,B-L2-01,B,L2,2026-04-22 09:05:58,2026-04-22 09:07:47,,未发现足够直接的谓词证据，暂不作确定判断。,logs/userstudy/P033/SYS-R4/B-L2-01.json,Y,N,,Y,,109.0
725,P033,General_user,1,SYS-R4,B-L3-02,B,L3,2026-04-22 09:08:00,2026-04-22 09:09:26,,内宫散 —containsIngredient→ 醋,logs/userstudy/P033/SYS-R4/B-L3-02.json,Y,N,,Y,,86.0
726,P033,General_user,1,SYS-R4,B-L3-01,B,L3,2026-04-22 09:09:34,2026-04-22 09:11:32,,水 —hasEffect→ 清热,logs/userstudy/P033/SYS-R4/B-L3-01.json,Y,N,,Y,,118.0
727,P033,General_user,1,SYS-R4,B-L4-02,B,L4,2026-04-22 09:11:45,2026-04-22 09:14:15,,证据更充分的关系为：米 —hasFlavor→ 甘；理由：论元与谓词位于同句或同一处方段落。,logs/userstudy/P033/SYS-R4/B-L4-02.json,Y,N,,Y,,150.0
728,P033,General_user,1,SYS-R4,B-L4-01,B,L4,2026-04-22 09:14:23,2026-04-22 09:16:58,,证据更充分的关系为：水 —hasNature→ 平；理由：论元与谓词位于同句或同一处方段落。,logs/userstudy/P033/SYS-R4/B-L4-01.json,Y,N,,Y,,155.0
729,P033,General_user,1,SYS-R4,B-L5-02,B,L5,2026-04-22 09:17:10,2026-04-22 09:19:44,,候选关系应按原文作用范围判断；本片段可保留：水 —hasFlavor→ 涩，跨段推断不应采纳。,logs/userstudy/P033/SYS-R4/B-L5-02.json,Y,N,,Y,,154.0
730,P033,General_user,1,SYS-R4,B-L5-01,B,L5,2026-04-22 09:20:08,2026-04-22 09:23:31,,候选关系应按原文作用范围判断；本片段可保留：黄豆 —recordedInText→ 《摘录》，跨段推断不应采纳。,logs/userstudy/P033/SYS-R4/B-L5-01.json,Y,N,,Y,,203.0
731,P033,General_user,1,SYS-R4,B-L6-02,B,L6,2026-04-22 09:23:40,2026-04-22 09:27:05,,证据链：冻结原文 → 实体识别 → 瓜 —hasNature→ 平 → 上下文范围核验。,logs/userstudy/P033/SYS-R4/B-L6-02.json,Y,N,,Y,,205.0
732,P033,General_user,1,SYS-R4,B-L6-01,B,L6,2026-04-22 09:27:26,2026-04-22 09:31:32,,证据链：冻结原文 → 实体识别 → 酒 —hasNature→ 寒 → 上下文范围核验。,logs/userstudy/P033/SYS-R4/B-L6-01.json,Y,N,,Y,,246.0
733,P033,General_user,2,SYS-T9,A-L1-01,A,L1,2026-04-22 09:51:54,2026-04-22 09:53:05,,水；《内经》,logs/userstudy/P033/SYS-T9/A-L1-01.json,Y,N,,Y,,71.0
734,P033,General_user,2,SYS-T9,A-L1-02,A,L1,2026-04-22 09:53:18,2026-04-22 09:54:36,,甘；平,logs/userstudy/P033/SYS-T9/A-L1-02.json,Y,N,,Y,,78.0
735,P033,General_user,2,SYS-T9,A-L2-01,A,L2,2026-04-22 09:54:55,2026-04-22 09:57:16,,心（脏腑）；温（食性）；心（脏腑）,logs/userstudy/P033/SYS-T9/A-L2-01.json,Y,N,,Y,,141.0
736,P033,General_user,2,SYS-T9,A-L2-02,A,L2,2026-04-22 09:57:25,2026-04-22 09:59:58,,水（食材）；水（食材）；选用食料的方（食疗方）,logs/userstudy/P033/SYS-T9/A-L2-02.json,Y,N,,Y,,153.0
737,P033,General_user,2,SYS-T9,A-L3-02,A,L3,2026-04-22 10:00:06,2026-04-22 10:02:24,,然多食生痰桑饮 —usesCookingMethod→ 腌,logs/userstudy/P033/SYS-T9/A-L3-02.json,Y,N,,Y,,138.0
738,P033,General_user,2,SYS-T9,A-L3-01,A,L3,2026-04-22 10:02:35,2026-04-22 10:04:43,,瓜 —hasNature→ 平,logs/userstudy/P033/SYS-T9/A-L3-01.json,Y,N,,Y,,128.0
739,P033,General_user,2,SYS-T9,A-L4-01,A,L4,2026-04-22 10:05:03,2026-04-22 10:08:25,,倾向于认为候选关系成立，但未能给出完整证据链。,logs/userstudy/P033/SYS-T9/A-L4-01.json,Y,N,,Y,,202.0
740,P033,General_user,2,SYS-T9,A-L4-02,A,L4,2026-04-22 10:08:48,2026-04-22 10:12:20,,证据更充分的关系为：盐 —hasFlavor→ 甘；理由：论元与谓词位于同句或同一处方段落。,logs/userstudy/P033/SYS-T9/A-L4-02.json,Y,N,,Y,,212.0
741,P033,General_user,2,SYS-T9,A-L5-02,A,L5,2026-04-22 10:12:37,2026-04-22 10:16:33,,未发现足够直接的谓词证据，暂不作确定判断。,logs/userstudy/P033/SYS-T9/A-L5-02.json,Y,N,,Y,,236.0
742,P033,General_user,2,SYS-T9,A-L5-01,A,L5,2026-04-22 10:16:53,2026-04-22 10:21:25,,候选关系应按原文作用范围判断；本片段可保留：水 —hasNature→ 寒，跨段推断不应采纳。,logs/userstudy/P033/SYS-T9/A-L5-01.json,Y,N,,Y,,272.0
743,P033,General_user,2,SYS-T9,A-L6-01,A,L6,2026-04-22 10:21:34,2026-04-22 10:24:57,,倾向于认为候选关系成立，但未能给出完整证据链。,logs/userstudy/P033/SYS-T9/A-L6-01.json,Y,N,,Y,,203.0
744,P033,General_user,2,SYS-T9,A-L6-02,A,L6,2026-04-22 10:25:06,2026-04-22 10:30:24,,证据链：冻结原文 → 实体识别 → 水 —hasNature→ 凉 → 上下文范围核验。,logs/userstudy/P033/SYS-T9/A-L6-02.json,Y,N,,Y,,318.0
745,P034,General_user,1,SYS-T9,A-L1-01,A,L1,2026-04-22 14:30:05,2026-04-22 14:31:51,,水；《内经》,logs/userstudy/P034/SYS-T9/A-L1-01.json,Y,N,,Y,,106.0
746,P034,General_user,1,SYS-T9,A-L1-02,A,L1,2026-04-22 14:32:00,2026-04-22 14:33:24,,甘；平,logs/userstudy/P034/SYS-T9/A-L1-02.json,Y,N,,Y,,84.0
747,P034,General_user,1,SYS-T9,A-L2-01,A,L2,2026-04-22 14:33:32,2026-04-22 14:35:46,,心（脏腑）；温（食性）；心（脏腑）,logs/userstudy/P034/SYS-T9/A-L2-01.json,Y,N,,Y,,134.0
748,P034,General_user,1,SYS-T9,A-L2-02,A,L2,2026-04-22 14:36:01,2026-04-22 14:37:42,,水（食材）；水（食材）；选用食料的方（食疗方）,logs/userstudy/P034/SYS-T9/A-L2-02.json,Y,N,,Y,,101.0
749,P034,General_user,1,SYS-T9,A-L3-02,A,L3,2026-04-22 14:37:56,2026-04-22 14:40:02,,然多食生痰桑饮 —usesCookingMethod→ 腌,logs/userstudy/P034/SYS-T9/A-L3-02.json,Y,N,,Y,,126.0
750,P034,General_user,1,SYS-T9,A-L3-01,A,L3,2026-04-22 14:40:20,2026-04-22 14:42:22,,瓜 —hasNature→ 平,logs/userstudy/P034/SYS-T9/A-L3-01.json,Y,N,,Y,,122.0
751,P034,General_user,1,SYS-T9,A-L4-01,A,L4,2026-04-22 14:42:32,2026-04-22 14:45:42,,证据更充分的关系为：睡乡散 —recordedInText→ 《饮食谱》；理由：论元与谓词位于同句或同一处方段落。,logs/userstudy/P034/SYS-T9/A-L4-01.json,Y,N,,Y,,190.0
752,P034,General_user,1,SYS-T9,A-L4-02,A,L4,2026-04-22 14:45:51,2026-04-22 14:49:04,,证据更充分的关系为：盐 —hasFlavor→ 甘；理由：论元与谓词位于同句或同一处方段落。,logs/userstudy/P034/SYS-T9/A-L4-02.json,Y,N,,Y,,193.0
753,P034,General_user,1,SYS-T9,A-L5-02,A,L5,2026-04-22 14:49:24,2026-04-22 14:52:41,,原文能确认相关实体，但关系方向和作用范围仍不够明确。,logs/userstudy/P034/SYS-T9/A-L5-02.json,Y,N,,Y,,197.0
754,P034,General_user,1,SYS-T9,A-L5-01,A,L5,2026-04-22 14:53:01,2026-04-22 14:58:17,,候选关系应按原文作用范围判断；本片段可保留：水 —hasNature→ 寒，跨段推断不应采纳。,logs/userstudy/P034/SYS-T9/A-L5-01.json,Y,N,,Y,,316.0
755,P034,General_user,1,SYS-T9,A-L6-01,A,L6,2026-04-22 14:58:31,2026-04-22 15:02:51,,证据链：冻结原文 → 实体识别 → 油 —hasNature→ 大寒 → 上下文范围核验。,logs/userstudy/P034/SYS-T9/A-L6-01.json,Y,N,,Y,,260.0
756,P034,General_user,1,SYS-T9,A-L6-02,A,L6,2026-04-22 15:03:09,2026-04-22 15:07:08,,证据链：冻结原文 → 实体识别 → 水 —hasNature→ 凉 → 上下文范围核验。,logs/userstudy/P034/SYS-T9/A-L6-02.json,Y,N,,Y,,239.0
757,P034,General_user,2,SYS-R4,B-L1-02,B,L1,2026-04-22 15:27:23,2026-04-22 15:28:37,,盐；拌,logs/userstudy/P034/SYS-R4/B-L1-02.json,Y,N,,Y,,74.0
758,P034,General_user,2,SYS-R4,B-L1-01,B,L1,2026-04-22 15:29:00,2026-04-22 15:29:45,,温；消渴,logs/userstudy/P034/SYS-R4/B-L1-01.json,Y,N,,Y,,45.0
759,P034,General_user,2,SYS-R4,B-L2-02,B,L2,2026-04-22 15:30:04,2026-04-22 15:31:47,,油（食材）；水（食材）；水（食材）,logs/userstudy/P034/SYS-R4/B-L2-02.json,Y,N,,Y,,103.0
760,P034,General_user,2,SYS-R4,B-L2-01,B,L2,2026-04-22 15:32:03,2026-04-22 15:33:55,,《人世:间》（古籍来源）；《马蹄》（古籍来源）；或解作击散（食疗方）,logs/userstudy/P034/SYS-R4/B-L2-01.json,Y,N,,Y,,112.0
761,P034,General_user,2,SYS-R4,B-L3-02,B,L3,2026-04-22 15:34:10,2026-04-22 15:35:07,,内宫散 —containsIngredient→ 醋,logs/userstudy/P034/SYS-R4/B-L3-02.json,Y,N,,Y,,57.0
762,P034,General_user,2,SYS-R4,B-L3-01,B,L3,2026-04-22 15:35:24,2026-04-22 15:37:57,,水 —hasEffect→ 清热,logs/userstudy/P034/SYS-R4/B-L3-01.json,Y,N,,Y,,153.0
763,P034,General_user,2,SYS-R4,B-L4-02,B,L4,2026-04-22 15:38:09,2026-04-22 15:40:39,,证据更充分的关系为：米 —hasFlavor→ 甘；理由：论元与谓词位于同句或同一处方段落。,logs/userstudy/P034/SYS-R4/B-L4-02.json,Y,N,,Y,,150.0
764,P034,General_user,2,SYS-R4,B-L4-01,B,L4,2026-04-22 15:40:49,2026-04-22 15:43:49,,未发现足够直接的谓词证据，暂不作确定判断。,logs/userstudy/P034/SYS-R4/B-L4-01.json,Y,N,,Y,,180.0
765,P034,General_user,2,SYS-R4,B-L5-01,B,L5,2026-04-22 15:44:06,2026-04-22 15:46:39,,候选关系应按原文作用范围判断；本片段可保留：黄豆 —recordedInText→ 《摘录》，跨段推断不应采纳。,logs/userstudy/P034/SYS-R4/B-L5-01.json,Y,N,,Y,,153.0
766,P034,General_user,2,SYS-R4,B-L5-02,B,L5,2026-04-22 15:46:56,2026-04-22 15:50:15,,候选关系应按原文作用范围判断；本片段可保留：水 —hasFlavor→ 涩，跨段推断不应采纳。,logs/userstudy/P034/SYS-R4/B-L5-02.json,Y,N,,Y,,199.0
767,P034,General_user,2,SYS-R4,B-L6-01,B,L6,2026-04-22 15:50:29,2026-04-22 15:54:51,,未发现足够直接的谓词证据，暂不作确定判断。,logs/userstudy/P034/SYS-R4/B-L6-01.json,Y,N,,Y,,262.0
768,P034,General_user,2,SYS-R4,B-L6-02,B,L6,2026-04-22 15:55:15,2026-04-22 15:59:40,,证据链：冻结原文 → 实体识别 → 瓜 —hasNature→ 平 → 上下文范围核验。,logs/userstudy/P034/SYS-R4/B-L6-02.json,Y,N,,Y,,265.0
769,P035,General_user,1,SYS-R4,A-L1-02,A,L1,2026-04-23 09:20:39,2026-04-23 09:22:34,,甘；平,logs/userstudy/P035/SYS-R4/A-L1-02.json,Y,N,,Y,,115.0
770,P035,General_user,1,SYS-R4,A-L1-01,A,L1,2026-04-23 09:22:45,2026-04-23 09:23:32,,水；《内经》,logs/userstudy/P035/SYS-R4/A-L1-01.json,Y,N,,Y,,47.0
771,P035,General_user,1,SYS-R4,A-L2-02,A,L2,2026-04-23 09:23:51,2026-04-23 09:25:53,,水（食材）；水（食材）；选用食料的方（食疗方）,logs/userstudy/P035/SYS-R4/A-L2-02.json,Y,N,,Y,,122.0
772,P035,General_user,1,SYS-R4,A-L2-01,A,L2,2026-04-23 09:26:02,2026-04-23 09:28:14,,心（脏腑）；温（食性）；心（脏腑）,logs/userstudy/P035/SYS-R4/A-L2-01.json,Y,N,,Y,,132.0
773,P035,General_user,1,SYS-R4,A-L3-01,A,L3,2026-04-23 09:28:38,2026-04-23 09:31:16,,瓜 —hasNature→ 平,logs/userstudy/P035/SYS-R4/A-L3-01.json,Y,N,,Y,,158.0
774,P035,General_user,1,SYS-R4,A-L3-02,A,L3,2026-04-23 09:31:29,2026-04-23 09:33:36,,原文信息可能支持该结论，不过需要结合前后文进一步判断。,logs/userstudy/P035/SYS-R4/A-L3-02.json,Y,N,,Y,,127.0
775,P035,General_user,1,SYS-R4,A-L4-02,A,L4,2026-04-23 09:33:46,2026-04-23 09:36:27,,原文能确认相关实体，但关系方向和作用范围仍不够明确。,logs/userstudy/P035/SYS-R4/A-L4-02.json,Y,N,,Y,,161.0
776,P035,General_user,1,SYS-R4,A-L4-01,A,L4,2026-04-23 09:36:39,2026-04-23 09:39:54,,原文能确认相关实体，但关系方向和作用范围仍不够明确。,logs/userstudy/P035/SYS-R4/A-L4-01.json,Y,N,,Y,,195.0
777,P035,General_user,1,SYS-R4,A-L5-02,A,L5,2026-04-23 09:40:02,2026-04-23 09:42:27,,候选关系应按原文作用范围判断；本片段可保留：油 —hasNature→ 凉，跨段推断不应采纳。,logs/userstudy/P035/SYS-R4/A-L5-02.json,Y,N,,Y,,145.0
778,P035,General_user,1,SYS-R4,A-L5-01,A,L5,2026-04-23 09:42:41,2026-04-23 09:46:45,,候选关系应按原文作用范围判断；本片段可保留：水 —hasNature→ 寒，跨段推断不应采纳。,logs/userstudy/P035/SYS-R4/A-L5-01.json,Y,N,,Y,,244.0
779,P035,General_user,1,SYS-R4,A-L6-02,A,L6,2026-04-23 09:46:56,2026-04-23 09:51:30,,证据链：冻结原文 → 实体识别 → 水 —hasNature→ 凉 → 上下文范围核验。,logs/userstudy/P035/SYS-R4/A-L6-02.json,Y,N,,Y,,274.0
780,P035,General_user,1,SYS-R4,A-L6-01,A,L6,2026-04-23 09:51:41,2026-04-23 09:56:10,,证据链：冻结原文 → 实体识别 → 油 —hasNature→ 大寒 → 上下文范围核验。,logs/userstudy/P035/SYS-R4/A-L6-01.json,Y,N,,Y,,269.0
781,P035,General_user,2,SYS-T9,B-L1-01,B,L1,2026-04-23 10:16:28,2026-04-23 10:17:25,,温；消渴,logs/userstudy/P035/SYS-T9/B-L1-01.json,Y,N,,Y,,57.0
782,P035,General_user,2,SYS-T9,B-L1-02,B,L1,2026-04-23 10:17:48,2026-04-23 10:18:46,,盐；拌,logs/userstudy/P035/SYS-T9/B-L1-02.json,Y,N,,Y,,58.0
783,P035,General_user,2,SYS-T9,B-L2-02,B,L2,2026-04-23 10:19:04,2026-04-23 10:21:21,,油（食材）；水（食材）；水（食材）,logs/userstudy/P035/SYS-T9/B-L2-02.json,Y,N,,Y,,137.0
784,P035,General_user,2,SYS-T9,B-L2-01,B,L2,2026-04-23 10:21:44,2026-04-23 10:23:30,,倾向于认为候选关系成立，但未能给出完整证据链。,logs/userstudy/P035/SYS-T9/B-L2-01.json,Y,N,,Y,,106.0
785,P035,General_user,2,SYS-T9,B-L3-01,B,L3,2026-04-23 10:23:44,2026-04-23 10:27:36,,原文能确认相关实体，但关系方向和作用范围仍不够明确。,logs/userstudy/P035/SYS-T9/B-L3-01.json,Y,N,,Y,,232.0
786,P035,General_user,2,SYS-T9,B-L3-02,B,L3,2026-04-23 10:27:51,2026-04-23 10:30:07,,内宫散 —containsIngredient→ 醋,logs/userstudy/P035/SYS-T9/B-L3-02.json,Y,N,,Y,,136.0
787,P035,General_user,2,SYS-T9,B-L4-02,B,L4,2026-04-23 10:30:26,2026-04-23 10:33:44,,证据更充分的关系为：米 —hasFlavor→ 甘；理由：论元与谓词位于同句或同一处方段落。,logs/userstudy/P035/SYS-T9/B-L4-02.json,Y,N,,Y,,198.0
788,P035,General_user,2,SYS-T9,B-L4-01,B,L4,2026-04-23 10:34:05,2026-04-23 10:38:03,,证据更充分的关系为：水 —hasNature→ 平；理由：论元与谓词位于同句或同一处方段落。,logs/userstudy/P035/SYS-T9/B-L4-01.json,Y,N,,Y,,238.0
789,P035,General_user,2,SYS-T9,B-L5-01,B,L5,2026-04-23 10:38:21,2026-04-23 10:41:44,,原文信息可能支持该结论，不过需要结合前后文进一步判断。,logs/userstudy/P035/SYS-T9/B-L5-01.json,Y,N,,Y,,203.0
790,P035,General_user,2,SYS-T9,B-L5-02,B,L5,2026-04-23 10:41:55,2026-04-23 10:46:39,,原文信息可能支持该结论，不过需要结合前后文进一步判断。,logs/userstudy/P035/SYS-T9/B-L5-02.json,Y,N,,Y,,284.0
791,P035,General_user,2,SYS-T9,B-L6-01,B,L6,2026-04-23 10:46:52,2026-04-23 10:50:17,,证据链：冻结原文 → 实体识别 → 酒 —hasNature→ 寒 → 上下文范围核验。,logs/userstudy/P035/SYS-T9/B-L6-01.json,Y,N,,Y,,205.0
792,P035,General_user,2,SYS-T9,B-L6-02,B,L6,2026-04-23 10:50:32,2026-04-23 10:54:28,,原文信息可能支持该结论，不过需要结合前后文进一步判断。,logs/userstudy/P035/SYS-T9/B-L6-02.json,Y,N,,Y,,236.0
793,P036,General_user,1,SYS-T9,B-L1-02,B,L1,2026-04-23 14:10:08,2026-04-23 14:12:25,,盐；拌,logs/userstudy/P036/SYS-T9/B-L1-02.json,Y,N,,Y,,137.0
794,P036,General_user,1,SYS-T9,B-L1-01,B,L1,2026-04-23 14:12:44,2026-04-23 14:14:18,,温；消渴,logs/userstudy/P036/SYS-T9/B-L1-01.json,Y,N,,Y,,94.0
795,P036,General_user,1,SYS-T9,B-L2-02,B,L2,2026-04-23 14:14:38,2026-04-23 14:16:37,,油（食材）；水（食材）；水（食材）,logs/userstudy/P036/SYS-T9/B-L2-02.json,Y,N,,Y,,119.0
796,P036,General_user,1,SYS-T9,B-L2-01,B,L2,2026-04-23 14:16:59,2026-04-23 14:18:50,,《人世:间》（古籍来源）；《马蹄》（古籍来源）；或解作击散（食疗方）,logs/userstudy/P036/SYS-T9/B-L2-01.json,Y,N,,Y,,111.0
797,P036,General_user,1,SYS-T9,B-L3-02,B,L3,2026-04-23 14:19:10,2026-04-23 14:22:18,,内宫散 —containsIngredient→ 醋,logs/userstudy/P036/SYS-T9/B-L3-02.json,Y,N,,Y,,188.0
798,P036,General_user,1,SYS-T9,B-L3-01,B,L3,2026-04-23 14:22:32,2026-04-23 14:25:26,,水 —hasEffect→ 清热,logs/userstudy/P036/SYS-T9/B-L3-01.json,Y,N,,Y,,174.0
799,P036,General_user,1,SYS-T9,B-L4-02,B,L4,2026-04-23 14:25:40,2026-04-23 14:28:51,,倾向于认为候选关系成立，但未能给出完整证据链。,logs/userstudy/P036/SYS-T9/B-L4-02.json,Y,N,,Y,,191.0
800,P036,General_user,1,SYS-T9,B-L4-01,B,L4,2026-04-23 14:29:09,2026-04-23 14:32:38,,证据更充分的关系为：水 —hasNature→ 平；理由：论元与谓词位于同句或同一处方段落。,logs/userstudy/P036/SYS-T9/B-L4-01.json,Y,N,,Y,,209.0
801,P036,General_user,1,SYS-T9,B-L5-02,B,L5,2026-04-23 14:32:53,2026-04-23 14:36:22,,倾向于认为候选关系成立，但未能给出完整证据链。,logs/userstudy/P036/SYS-T9/B-L5-02.json,Y,N,,Y,,209.0
802,P036,General_user,1,SYS-T9,B-L5-01,B,L5,2026-04-23 14:36:44,2026-04-23 14:39:03,,候选关系应按原文作用范围判断；本片段可保留：黄豆 —recordedInText→ 《摘录》，跨段推断不应采纳。,logs/userstudy/P036/SYS-T9/B-L5-01.json,Y,N,,Y,,139.0
803,P036,General_user,1,SYS-T9,B-L6-02,B,L6,2026-04-23 14:39:17,2026-04-23 14:42:54,,证据链：冻结原文 → 实体识别 → 瓜 —hasNature→ 平 → 上下文范围核验。,logs/userstudy/P036/SYS-T9/B-L6-02.json,Y,N,,Y,,217.0
804,P036,General_user,1,SYS-T9,B-L6-01,B,L6,2026-04-23 14:43:12,2026-04-23 14:47:19,,未发现足够直接的谓词证据，暂不作确定判断。,logs/userstudy/P036/SYS-T9/B-L6-01.json,Y,N,,Y,,247.0
805,P036,General_user,2,SYS-R4,A-L1-02,A,L1,2026-04-23 15:07:43,2026-04-23 15:08:28,,甘；平,logs/userstudy/P036/SYS-R4/A-L1-02.json,Y,N,,Y,,45.0
806,P036,General_user,2,SYS-R4,A-L1-01,A,L1,2026-04-23 15:08:44,2026-04-23 15:09:48,,原文信息可能支持该结论，不过需要结合前后文进一步判断。,logs/userstudy/P036/SYS-R4/A-L1-01.json,Y,N,,Y,,64.0
807,P036,General_user,2,SYS-R4,A-L2-01,A,L2,2026-04-23 15:09:57,2026-04-23 15:11:14,,心（脏腑）；温（食性）；心（脏腑）,logs/userstudy/P036/SYS-R4/A-L2-01.json,Y,N,,Y,,77.0
808,P036,General_user,2,SYS-R4,A-L2-02,A,L2,2026-04-23 15:11:34,2026-04-23 15:12:57,,水（食材）；水（食材）；选用食料的方（食疗方）,logs/userstudy/P036/SYS-R4/A-L2-02.json,Y,N,,Y,,83.0
809,P036,General_user,2,SYS-R4,A-L3-02,A,L3,2026-04-23 15:13:19,2026-04-23 15:15:12,,然多食生痰桑饮 —usesCookingMethod→ 腌,logs/userstudy/P036/SYS-R4/A-L3-02.json,Y,N,,Y,,113.0
810,P036,General_user,2,SYS-R4,A-L3-01,A,L3,2026-04-23 15:15:21,2026-04-23 15:17:39,,瓜 —hasNature→ 平,logs/userstudy/P036/SYS-R4/A-L3-01.json,Y,N,,Y,,138.0
811,P036,General_user,2,SYS-R4,A-L4-02,A,L4,2026-04-23 15:18:00,2026-04-23 15:21:11,,未发现足够直接的谓词证据，暂不作确定判断。,logs/userstudy/P036/SYS-R4/A-L4-02.json,Y,N,,Y,,191.0
812,P036,General_user,2,SYS-R4,A-L4-01,A,L4,2026-04-23 15:21:30,2026-04-23 15:23:39,,证据更充分的关系为：睡乡散 —recordedInText→ 《饮食谱》；理由：论元与谓词位于同句或同一处方段落。,logs/userstudy/P036/SYS-R4/A-L4-01.json,Y,N,,Y,,129.0
813,P036,General_user,2,SYS-R4,A-L5-02,A,L5,2026-04-23 15:24:01,2026-04-23 15:28:05,,候选关系应按原文作用范围判断；本片段可保留：油 —hasNature→ 凉，跨段推断不应采纳。,logs/userstudy/P036/SYS-R4/A-L5-02.json,Y,N,,Y,,244.0
814,P036,General_user,2,SYS-R4,A-L5-01,A,L5,2026-04-23 15:28:21,2026-04-23 15:31:33,,候选关系应按原文作用范围判断；本片段可保留：水 —hasNature→ 寒，跨段推断不应采纳。,logs/userstudy/P036/SYS-R4/A-L5-01.json,Y,N,,Y,,192.0
815,P036,General_user,2,SYS-R4,A-L6-02,A,L6,2026-04-23 15:31:47,2026-04-23 15:35:51,,证据链：冻结原文 → 实体识别 → 水 —hasNature→ 凉 → 上下文范围核验。,logs/userstudy/P036/SYS-R4/A-L6-02.json,Y,N,,Y,,244.0
816,P036,General_user,2,SYS-R4,A-L6-01,A,L6,2026-04-23 15:36:03,2026-04-23 15:39:35,,倾向于认为候选关系成立，但未能给出完整证据链。,logs/userstudy/P036/SYS-R4/A-L6-01.json,Y,N,,Y,,212.0
817,P037,TCM_professional,1,SYS-R4,B-L1-02,B,L1,2026-04-24 09:30:00,2026-04-24 09:30:35,,盐；拌,logs/userstudy/P037/SYS-R4/B-L1-02.json,Y,N,,Y,,35.0
818,P037,TCM_professional,1,SYS-R4,B-L1-01,B,L1,2026-04-24 09:30:50,2026-04-24 09:31:29,,温；消渴,logs/userstudy/P037/SYS-R4/B-L1-01.json,Y,N,,Y,,39.0
819,P037,TCM_professional,1,SYS-R4,B-L2-02,B,L2,2026-04-24 09:31:52,2026-04-24 09:33:15,,油（食材）；水（食材）；水（食材）,logs/userstudy/P037/SYS-R4/B-L2-02.json,Y,N,,Y,,83.0
820,P037,TCM_professional,1,SYS-R4,B-L2-01,B,L2,2026-04-24 09:33:38,2026-04-24 09:34:44,,《人世:间》（古籍来源）；《马蹄》（古籍来源）；或解作击散（食疗方）,logs/userstudy/P037/SYS-R4/B-L2-01.json,Y,N,,Y,,66.0
821,P037,TCM_professional,1,SYS-R4,B-L3-02,B,L3,2026-04-24 09:35:05,2026-04-24 09:36:04,,内宫散 —containsIngredient→ 醋,logs/userstudy/P037/SYS-R4/B-L3-02.json,Y,N,,Y,,59.0
822,P037,TCM_professional,1,SYS-R4,B-L3-01,B,L3,2026-04-24 09:36:12,2026-04-24 09:37:42,,倾向于认为候选关系成立，但未能给出完整证据链。,logs/userstudy/P037/SYS-R4/B-L3-01.json,Y,N,,Y,,90.0
823,P037,TCM_professional,1,SYS-R4,B-L4-01,B,L4,2026-04-24 09:38:00,2026-04-24 09:39:33,,证据更充分的关系为：水 —hasNature→ 平；理由：论元与谓词位于同句或同一处方段落。,logs/userstudy/P037/SYS-R4/B-L4-01.json,Y,N,,Y,,93.0
824,P037,TCM_professional,1,SYS-R4,B-L4-02,B,L4,2026-04-24 09:39:51,2026-04-24 09:43:01,,证据更充分的关系为：米 —hasFlavor→ 甘；理由：论元与谓词位于同句或同一处方段落。,logs/userstudy/P037/SYS-R4/B-L4-02.json,Y,N,,Y,,190.0
825,P037,TCM_professional,1,SYS-R4,B-L5-01,B,L5,2026-04-24 09:43:14,2026-04-24 09:46:04,,候选关系应按原文作用范围判断；本片段可保留：黄豆 —recordedInText→ 《摘录》，跨段推断不应采纳。,logs/userstudy/P037/SYS-R4/B-L5-01.json,Y,N,,Y,,170.0
826,P037,TCM_professional,1,SYS-R4,B-L5-02,B,L5,2026-04-24 09:46:22,2026-04-24 09:50:09,,候选关系应按原文作用范围判断；本片段可保留：水 —hasFlavor→ 涩，跨段推断不应采纳。,logs/userstudy/P037/SYS-R4/B-L5-02.json,Y,N,,Y,,227.0
827,P037,TCM_professional,1,SYS-R4,B-L6-01,B,L6,2026-04-24 09:50:30,2026-04-24 09:53:26,,证据链：冻结原文 → 实体识别 → 酒 —hasNature→ 寒 → 上下文范围核验。,logs/userstudy/P037/SYS-R4/B-L6-01.json,Y,N,,Y,,176.0
